77777777-7777-7777-7777-000000002052| { "title":"Practical representation in tax investigations" , "contributor": [  { "type":"author",  "name":"Heard, William" } ] , "publisher":"LexisNexis UK, 2003" , "identifier": [  { "type":"isbn",  "value":"0406958637" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002053| { "title":"Close to sunrise" , "contributor": [  { "type":"author",  "name":"Dalton, Pat" } ] , "publisher":"Chivers Press, 2002, c1989" , "identifier": [  { "type":"isbn",  "value":"0786242612 (Thorndike : cased" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002054| { "title":"Design for love" , "contributor": [  { "type":"author",  "name":"Pykare, Nina" } ] , "publisher":"Chivers Press, 2002, c1990" , "identifier": [  { "type":"isbn",  "value":"0786246421 (Thorndike : cased" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002055| { "title":"Tia's story" , "contributor": [  { "type":"author",  "name":"Baer, Judy" } ] , "publisher":"Thorndike Press, 2002, c2001" , "identifier": [  { "type":"isbn",  "value":"0786243643" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002056| { "title":"When the last leaf falls" , "contributor": [  { "type":"author",  "name":"Myers, Bill" } ] , "publisher":"Thorndike Press, 2002, c2001" , "identifier": [  { "type":"isbn",  "value":"0786246103" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002057| { "title":"Fresh air" , "contributor": [  { "type":"author",  "name":"Allen, Charlotte Vale" } ] , "publisher":"Windsor, 2003" , "identifier": [  { "type":"isbn",  "value":"0754086852 (UK" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002058| { "title":"Stories for a cheerful heart" , "publisher":"Thorndike Press, 2003, c2000" , "identifier": [  { "type":"isbn",  "value":"0786254815" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002059| { "title":"Catherine's image" , "contributor": [  { "type":"author",  "name":"Gill, Judy" } ] , "publisher":"Chivers Press, 2003, c1977" , "identifier": [  { "type":"isbn",  "value":"0754073262 (UK" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002060| { "title":"Murder in a heat wave" , "contributor": [  { "type":"author",  "name":"Sprague, Gretchen" } ] , "publisher":"Chivers Press, 2003" , "identifier": [  { "type":"isbn",  "value":"0786254874 (mystery series : cased" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002061| { "title":"The man with Bogart's face" , "contributor": [  { "type":"author",  "name":"Fenady, Andrew J" } ] , "publisher":"Chivers Press, 2002, c1977" , "identifier": [  { "type":"isbn",  "value":"0786242949 (lg. print : U.S. softcover : Paperback series : alk. paper" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002062| { "title":"A time for lovers" , "contributor": [  { "type":"author",  "name":"Morgan, Arlene" } ] , "publisher":"Chivers Press, 2003, c1974" , "identifier": [  { "type":"isbn",  "value":"0754088561 (UK" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002063| { "title":"Water services" , "publisher":"Industrial Trade Publications, 1974-2003" , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002064| { "title":"Chemistry and industry" , "publisher":"Society of Chemical Industry, 1932" , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002065| { "title":"Deadly Gypsy Blue" , "contributor": [  { "type":"author",  "name":"Carlton, Bea" } ] , "publisher":"Thorndike Press, 2003, c1991" , "identifier": [  { "type":"isbn",  "value":"0786253150" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002066| { "title":"Shadow of dreams" , "contributor": [  { "type":"author",  "name":"Everson, Eva Marie" } ] , "publisher":"Thorndike Press, 2003, c2001" , "identifier": [  { "type":"isbn",  "value":"0786245654" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002067| { "title":"Time lottery" , "contributor": [  { "type":"author",  "name":"Moser, Nancy" } ] , "publisher":"Thorndike Press, 2003, c2002" , "identifier": [  { "type":"isbn",  "value":"0786249633" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002068| { "title":"Virginia autumn" , "contributor": [  { "type":"author",  "name":"Mitchell, Sara" } ] , "publisher":"Thorndike Press, 2003" , "identifier": [  { "type":"isbn",  "value":"0786249560" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002069| { "title":"Walk a tightrope" , "contributor": [  { "type":"author",  "name":"Ellis, Julie" } ] , "publisher":"Chivers, 2002, c1975" , "identifier": [  { "type":"isbn",  "value":"0754048020 (UK" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002070| { "title":"Daisy Miller" , "contributor": [  { "type":"author",  "name":"James, Henry" } ] , "publisher":"Chivers Press, 2002" , "identifier": [  { "type":"isbn",  "value":"0786243864 (Thorndike : cased" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002071| { "title":"Nightmare in Morocco" , "contributor": [  { "type":"author",  "name":"Jackson, Loretta" } ] , "publisher":"Chivers Press, 2002, c1989" , "identifier": [  { "type":"isbn",  "value":"0754049698 (UK" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002072| { "title":"Rating retailers for health" , "altTitle":"how supermarkets can affect your chances of a healthy diet" , "contributor": [  { "type":"author",  "name":"Dibb, Sue" } ] , "publisher":"National Consumer council, 2004" , "identifier": [  { "type":"isbn",  "value":"1899581146 (pbk" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002073| { "title":"Civil Service Injury Benefits (Amendment) Scheme (Northern Ireland) 2005" , "publisher":"TSO, 2005" , "identifier": [  { "type":"isbn",  "value":"0337087849 (unbound" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002074| { "title":"Northern Ireland Civil Service Additional Voluntary Contribution Scheme (Amendment no. 2) Scheme 2005" , "publisher":"TSO, 2005" , "identifier": [  { "type":"isbn",  "value":"0337087822 (unbound" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002075| { "title":"Civil Service Injury Benefits Scheme (Northern Ireland) (Amendment no. 2) Scheme 2005" , "publisher":"TSO, 2005" , "identifier": [  { "type":"isbn",  "value":"0337087830 (unbound" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002076| { "title":"Acta physiologica" , "publisher":"Blackwell, " , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002077| { "title":"Coin weekly" , "publisher":"Numismatic Publishing Co, 1975" , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002078| { "title":"A report on offender management in Suffolk" , "publisher":"COI on behalf of HM Inspectorate of Probation, 2007" , "identifier": [  { "type":"isbn",  "value":"1844739732 (pbk" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002079| { "title":"Catalan journal of communication & cultural studies" , "publisher":"Intellect, 2009" , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002080| { "title":"The little book of Cornwall" , "contributor": [  { "type":"author",  "name":"Mansfield, Emma" } ] , "publisher":"Lovely Little Books, 2007" , "identifier": [  { "type":"isbn",  "value":"9780955594106 (pbk" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002081| { "title":"History in close-up" , "altTitle":"the medieval world" , "contributor": [  { "type":"author",  "name":"Johnston, Sheila Turner" } ] , "publisher":"Colourpoint Books, 2011" , "identifier": [  { "type":"isbn",  "value":"9781904242963 (pbk" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002082| { "title":"Aesthetic of the cool" , "altTitle":"Afro-Atlantic art and music" , "contributor": [  { "type":"author",  "name":"Thompson, Robert Farris" } ] , "publisher":"Periscope, c2011" , "identifier": [  { "type":"isbn",  "value":"9781934772959" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002083| { "title":"GCSE PE for Edexcel" , "contributor": [  { "type":"author",  "name":"Walmsley, Julie" } ] , "publisher":"Folens, c2009" , "identifier": [  { "type":"isbn",  "value":"9781850083993 (pbk" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002084| { "title":"GCSE PE for AQA" , "contributor": [  { "type":"author",  "name":"Walmsley, Julie" } ] , "publisher":"Folens Publishers, 2009" , "identifier": [  { "type":"isbn",  "value":"9781850084013 (pbk" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002085| { "title":"Professional hairdressing" , "altTitle":"the official guide to hairdressing at S/NVQ level 3" , "contributor": [  { "type":"author",  "name":"Green, Martin" } ] , "publisher":"Cengage Learning, c2009" , "identifier": [  { "type":"isbn",  "value":"9781408011553 (pbk" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002086| { "title":"European computer driving licence" , "altTitle":"word processing using Microsoft Word XP" , "publisher":"CiA Training Ltd, 2009" , "identifier": [  { "type":"isbn",  "value":"9781860056482 (pbk" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002087| { "title":"ECDL advanced syllabus 2.0" , "publisher":"CiA Training Ltd, 2009" , "identifier": [  { "type":"isbn",  "value":"9781860056598 (pbk" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002088| { "title":"ECDL 5.0, European Computer Driving Licence" , "publisher":"CiA Training Ltd, 2008" , "identifier": [  { "type":"isbn",  "value":"9781860056796 (pbk" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002089| { "title":"BCS IT security" , "altTitle":"level 1: using Windows XP/Vista" , "publisher":"CiA Training, 2009" , "identifier": [  { "type":"isbn",  "value":"9781860058226 (pbk" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002090| { "title":"A2 accounting for AQA" , "altTitle":"the complete resource for the A2 examination" , "contributor": [  { "type":"author",  "name":"Cox, David" } ] , "publisher":"Osborne, c2009" , "identifier": [  { "type":"isbn",  "value":"9781905777174 (pbk" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002091| { "title":"Understanding the purchasing environment" , "contributor": [  { "type":"author",  "name":"Bradley, Garry" } ] , "publisher":"Chartered Institute of Purchasing & Supply, 2009" , "identifier": [  { "type":"isbn",  "value":"9781861241757 (pbk" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002092| { "title":"Risk management and supply chain vulnerability" , "contributor": [  { "type":"author",  "name":"Cowan, Neil" } ] , "publisher":"Chartered Institute of Purchasing and Supply, 2009" , "identifier": [  { "type":"isbn",  "value":"9781861241832 (pbk" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002093| { "title":"Dangerous economies" , "altTitle":"status and commerce in imperial New York" , "contributor": [  { "type":"author",  "name":"Zabin, Serena R" } ] , "publisher":"University of Pennsylvania Press, c2009" , "identifier": [  { "type":"isbn",  "value":"9780812241600 (cased" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002094| { "title":"Crime & punishment through time" , "contributor": [  { "type":"author",  "name":"Ahrenfelt, Johannes" } ] , "publisher":"Heinemann, 2009" , "identifier": [  { "type":"isbn",  "value":"9780435501457 (pbk" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002095| { "title":"Journal of learning disabilities and offending behaviour" , "altTitle":"practice, policy and research" , "publisher":"Pier Professional, " , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002096| { "title":"Personal, learning & thinking skills in PSHE" , "contributor": [  { "type":"author",  "name":"Osborne, Eileen" } ] , "publisher":"Folens, 2009" , "identifier": [  { "type":"isbn",  "value":"9781850084518 (pbk" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002097| { "title":"Personal, learning & thinking skills in PSHE" , "contributor": [  { "type":"author",  "name":"Osborne, Eileen" } ] , "publisher":"Folens, 2009" , "identifier": [  { "type":"isbn",  "value":"9781850084532 (pbk" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002098| { "title":"Citizenship through PSHE" , "publisher":"Folens, 2009" , "identifier": [  { "type":"isbn",  "value":"9781850084419 (pbk" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000001000| { "title":"A la recherche de l'unité élémentaire des organismes vivants" , "altTitle":"histoire de la théorie cellulaire" , "contributor": [  { "type":"author",  "name":"Klein, Marc" } ] , "publisher":"Librairie du Palais de la découverte, 1960" , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000001001| { "title":"Abrégé de cytologie" , "contributor": [  { "type":"author",  "name":"Maillet, Marc" } ] , "publisher":"Masson, 1975" , "identifier": [  { "type":"isbn",  "value":"9782225428906" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000001002| { "title":"Abrégé de cytologie" , "contributor": [  { "type":"author",  "name":"Maillet, Marc" } ] , "publisher":"Masson, 1977" , "identifier": [  { "type":"isbn",  "value":"9782225466731" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000001003| { "title":"Abstracts" , "publisher":"A.R. Liss, Inc, c1982-c1990" , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000001004| { "title":"Abstracts for the XV Congress of the International Society for Analytical Cytology, Bergen, Norway, August 25-30, 1991" , "publisher":"Wiley-Liss, 1991" , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000001005| { "title":"Abstracts" , "publisher":"Liss, 1977-1981" , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000001006| { "title":"Abstracts of papers, eleventh annual meeting; the Jung Hotel, New Orleans, Louisiana, November 17-20, 1971" , "publisher":", 1972" , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000001007| { "title":"Abstracts of papers presented at the 2007 meeting on computational cell biology" , "altTitle":"March 6-March 9, 2007" , "publisher":"Cold Spring Harbor Laboratory, 2007" , "identifier": [  { "type":"isbn",  "value":"9780879692872" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000001008| { "title":"Abstracts of papers presented" , "publisher":"Excerpta Medica Foundation, 1964" , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000001009| { "title":"Abstracts of papers read" , "publisher":"Excerpta medica, 1954" , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000001010| { "title":"Abstracts" , "publisher":"University of Oulu, 1988" , "identifier": [  { "type":"isbn",  "value":"9789514225994" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000001011| { "title":"Accelerating mathematical biological linkages" , "publisher":"Medical Arts and Photography Branch, National Institutes of Health, 2003" , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000001012| { "title":"Acidic proteins of the nucleus" , "publisher":"Academic Press, 1974" , "identifier": [  { "type":"isbn",  "value":"9780121569303" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000001013| { "title":"Acta anatomica" , "publisher":"Karger, " , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000001014| { "title":"Acta cytologica" , "publisher":"International Academy of Cytology, " , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000001015| { "title":"Acta morphologica" , "publisher":"Izd-vo na Bŭlgarskata akademiia na naukite, 1977]-c1987" , "type":"books" , "source":"mock" }
